"planet","house","sign","bg","en"
"saturn","5","scorpio","Желаете силно и си слагате прегради, преди да сте посегнал. Отказът е станал навик, а не избор. Проверете кое още ви е нужно да си забранявате.","You desire strongly and set up barriers before reaching. The refusing became a habit rather than a choice. Check which of those bans you still need."
"saturn","5","sagittarius","Замисляте голямо и после го отлагате за подходящия момент. Той не идва. Започнете с малкото.","You conceive it big and then postpone it for the right moment. It does not come. Begin with the small."
"saturn","5","capricorn","Упражнявате едно умение с години и не смятате, че е достатъчно. Стандартът ви е по-висок от чуждия. Покажете го на този етап.","You practise one skill for years and do not consider it enough. Your standard is higher than anybody's. Show it at this stage."
"saturn","5","aquarius","Правите нещо, което не е правено, и затова се съмнявате. Няма с какво да го сравните. Довършете го.","You make something not made before and so you doubt. There is nothing to compare it with. Finish it."
"saturn","5","pisces","Правите нещо силно и не вярвате, че е ваше. Съмнението ви е постоянно. Питайте един човек, не десет.","You make something strong and do not believe it is yours. Your doubt is constant. Ask one person, not ten."
"saturn","6","aries","Работите на пълна сила и после падате. Не признавате умората. Спрете преди края.","You work at full force and then collapse. You do not admit tiredness. Stop before the end."
"saturn","6","taurus","Тук всичко е на място: издържате повече от всеки и без шум. Работата ви е трайна. Само поискайте помощ преди края.","Here everything sits in place: you last longer than anybody and without noise. Your work is lasting. Just ask for help before the end."
"saturn","6","gemini","Работите две задачи и се тревожите за двете. Умът ви не спира. Затворете списъка вечер.","You work two tasks and worry about both. Your mind does not stop. Close the list in the evening."
"saturn","6","cancer","Работите за хората, за които се грижите, и не спирате. Умората идва наведнъж. Пуснете един ден.","You work for the people you look after and do not stop. The tiredness arrives at once. Let one day go."
"saturn","6","leo","Работите достойно и мълчите за усилието. Похвалата ви липсва. Кажете какво сте свършил.","You work with dignity and stay silent about the effort. You miss the praise. Say what you finished."
"saturn","6","virgo","Проверявате всичко по три пъти и после пак. Грешката ви тежи повече от нужното. Проверете два пъти и спрете.","You check everything three times and then again. A mistake weighs on you more than it should. Check twice and stop."
"saturn","6","libra","Работите добре при спокоен тон и мълчите, когато не е. Напрежението ви изтощава. Кажете го рано.","You work well with a calm tone and go quiet when it is not. Tension drains you. Say so early."
"saturn","6","scorpio","Носите тежката част и не се оплаквате. Мълчанието минава за съгласие. Кажете спирачката.","You carry the heavy part and do not complain. Your silence passes for agreement. Say the word stop."
"saturn","6","sagittarius","Работата ви иска простор и вие сте на тясно. Задължението ви държи тук. Погледнете навън.","Your work wants space and you are in a tight place. Duty keeps you here. Look outwards."
"saturn","6","capricorn","Работите по график с години и не пропускате. Товарят ви, защото сте надежден. Кажете кога е много.","You work to a schedule for years and never miss. More is loaded on because you are reliable. Say when it is too much."
"saturn","6","aquarius","Работите иначе и се борите за правото да го правите. Правилото без причина ви тежи. Обяснявайте новия начин.","You work differently and fight for the right to. A rule with no reason weighs on you. Explain the new way."
"saturn","6","pisces","Тялото ви подава сметката, когато отлагате почивката. Знаете го и продължавате. Спрете сега.","Your body sends the bill when you postpone rest. You know it and you continue. Stop now."
"saturn","7","aries","Избирате трудно и после държите. Страхувате се да сгрешите. Изберете все пак.","You choose with difficulty and then you hold. You are afraid of choosing wrong. Choose all the same."
"saturn","7","taurus","Обвързвате се за дълго и не мислите за изход. Постоянството ви е сила. Само проверявайте дали ви е добре.","You bond for the long term and give no thought to an exit. Your constancy is a strength. Just check that you are well."
"saturn","7","gemini","Обсъждате условията по-дълго, отколкото трае решението. Страхът е да не бъдете подведен. Пишете ги.","You discuss the terms longer than the decision takes. The fear is of being misled. Write them down."
"saturn","7","cancer","Търсите човек, с когото да сте в безопасност, и проверявате дълго. Пускате бавно. Дайте един знак рано.","You look for somebody to be safe with, and you test for a long time. You let people in slowly. Give one sign early."
"saturn","7","leo","Искате партньор, с когото да сте достоен. Гордостта ви пречи да поискате. Поискайте едно нещо.","You want a partner with whom you are dignified. Pride stops you asking. Ask for one thing."
"saturn","7","virgo","Виждате какво не е наред и мълчите, за да не нараните. Списъкът расте. Кажете едно нещо.","You see what is off and stay silent so as not to wound. The list grows. Say one thing."
"saturn","7","libra","Тук всичко е на място: обвързването е за дълго и вие го носите. Оставате, когато другите тръгват. Само не от инат.","Here everything sits in place: the bond is for the long term and you carry it. You stay when others leave. Just not out of stubbornness."
"saturn","7","scorpio","Пускате човек близо след дълга проверка. Доверието се печели с години. Дайте едно предварително.","You let somebody close after a long vetting. Trust is earned over years. Give one in advance."
"saturn","7","sagittarius","Искате човек, с когото животът е широк, и се страхувате да тръгнете. Двете се борят. Кажете и двете.","You want somebody with whom life is wide, and you are afraid to set off. The two are fighting. Say both."
"saturn","7","capricorn","Обещавате рядко и после носите обещанието десетилетия. Другият не знае колко тежи то за вас. Кажете му го с думи, не само с дела.","You promise rarely and then carry the promise for decades. The other does not know what it weighs for you. Say it to them in words, not only in deeds."
"saturn","7","aquarius","Искате близост, която не задушава, и правилата ви са необичайни. Кажете ги отначало. Спестява години.","You want closeness that does not smother, and your rules are unusual. State them at the start. It saves years."
"saturn","7","pisces","Носите отношението сам и не казвате колко. Никой не знае. Кажете едно изречение.","You carry the bond alone and never say how much. Nobody knows. Say one sentence."
"saturn","8","aries","Влизате в тежкото и после плащате с дни. Не отказвате помощ на никого. Откажете една.","You go into the heavy thing and pay for days afterwards. You refuse nobody help. Refuse one."
"saturn","8","taurus","Пазите чуждото по-строго от своето. Отговорността ви е тежка. Кажете какво поемате.","You guard what belongs to others more strictly than your own. Your responsibility is heavy. Say what you are taking on."
"saturn","8","gemini","Питате за неудобното с внимание и точност. Никой друг не сяда на това. Взимайте за него.","You ask the uncomfortable question with care and precision. Nobody else sits down to it. Charge for it."
"saturn","8","cancer","Носите неоплакана загуба от рода. Тежестта е стара и не е ваша. Наречете я веднъж.","You carry an unmourned loss from the family. The weight is old and not yours. Name it once."
"saturn","8","leo","Не искате да ви видят в загуба и затова мълчите. Гордостта ви струва. Кажете на един човек.","You do not want to be seen in loss and so you keep quiet. Pride costs you. Tell one person."
"saturn","8","virgo","Оправяте чуждите сметки до последното и без коментар. Никой не пита как. Кажете какво ви взима.","You settle other people's accounts to the last and without comment. Nobody asks how. Say what it takes from you."
"saturn","8","libra","Общото делите справедливо и после ви е тежко, че сте отстъпил. Мирът ви е скъп. Кажете сметката на глас.","You divide what is shared fairly and then it weighs that you gave way. Peace is expensive for you. Say the reckoning out loud."
"saturn","8","scorpio","Тук всичко е на място: издържате тежкото по-дълго от всеки. Не се пречупвате. Само поискайте помощ преди края.","Here everything sits in place: you endure the heavy thing longer than anybody. You do not break. Just ask for help before the end."
"saturn","8","sagittarius","Мислите за края по-често, отколкото казвате. Търсите смисъл в него. Кажете една част на един човек.","You think about endings more often than you say. You look for meaning in them. Say one part to one person."
"saturn","8","capricorn","Изплащате всичко до последното и по график. Никой не знае колко е. Дайте си срок за края.","You settle everything to the last and on schedule. Nobody knows how much it is. Give yourself a date for the end."
"saturn","8","aquarius","Гледате на края иначе от всички и мълчите за това. Мнението ви е неудобно. Кажете го на един човек.","You look at endings differently from everybody and stay quiet about it. Your view is inconvenient. Say it to one person."
"saturn","8","pisces","Страхувате се от загуба, преди да е дошла, и се стягате рано. Тялото го носи. Кажете от какво се плашите.","You fear a loss before it comes and brace early. Your body carries it. Say what frightens you."
"saturn","9","aries","Тръгвате късно, но тръгвате. Планирате дълго. Купете билета днес.","You set off late, and you do set off. You plan for a long time. Buy the ticket today."
"saturn","9","taurus","Убежденията ви са трайни и проверени. Не се менят под натиск. Оставяйте място за ново.","Your convictions are lasting and tested. They do not shift under pressure. Leave room for something new."
"saturn","9","gemini","Учите с недоверие и точно затова оставате. Проверявате всеки източник. Оставете едно нещо непроверено.","You study with mistrust and that is exactly why it stays. You check every source. Leave one thing unchecked."
"saturn","9","cancer","Вярата ви е дошла от рода и вие я носите, без да я преразглеждате. Спомените стоят вместо доводи. Проверете кое от нея е още ваше.","Your faith came from the family and you carry it without reviewing it. Memories stand in for arguments. Check which part of it is still yours."
"saturn","9","leo","Искате знанието да е признато и затова се бавите. Дипломата ви тежи. Направете нещо без нея.","You want the knowledge recognised and so you are slow. The certificate weighs on you. Do something without it."
"saturn","9","virgo","Проверявате всичко и стигате бавно, но стигате. Точността ви е основа. Само не спирайте от съмнение.","You check everything and arrive slowly, but you arrive. Precision is your base. Just do not let doubt stop you."
"saturn","9","libra","Стигате до убеждение чрез един човек, на когото вярвате. Сам се съмнявате. Изберете внимателно.","You reach a conviction through one person you trust. Alone you doubt. Choose carefully."
"saturn","9","scorpio","Стигнали сте до вярата си през тежко и я пазите строго. Никой не знае колко е струвала. Кажете една част.","You reached your faith through hardship and guard it strictly. Nobody knows what it cost. Say one part."
"saturn","9","sagittarius","Учите широко, но по график. Обещавате пътувания и после ги отлагате. Направете едно.","You study widely, but on a schedule. You promise journeys and then postpone them. Do one."
"saturn","9","capricorn","Тук всичко е на място: строгото убеждение е самата ви основа. Стигнал сте до него сам. Само не го налагайте.","Here everything sits in place: strict conviction is your foundation itself. You reached it alone. Just do not impose it."
"saturn","9","aquarius","Мислите различно от учебника и мълчите. Стаята не е готова. Напишете го.","You think differently from the textbook and stay quiet. The room is not ready. Write it down."
"saturn","9","pisces","Търсите смисъл и се съмнявате, че имате право на него. Разрешението е ваше. Дайте си го.","You look for meaning and doubt you are entitled to it. The permission is yours. Give it to yourself."
"saturn","10","aries","Бързате нагоре и после ви спира собствената преценка. Тръгнали сте рано. Продължете.","You hurry upwards and then your own judgement stops you. You started early. Keep going."
"saturn","10","taurus","Тук всичко е на място: мястото ви е дошло бавно и остава. Никой не ви е дал кратък път. Само поискайте по-рано.","Here everything sits in place: your position came slowly and it stays. Nobody gave you a shortcut. Just ask earlier."
"saturn","10","gemini","Признават ви за думата, която държите. Обещавате малко. Кажете и повече.","You are recognised for the word you keep. You promise little. Say a bit more."
"saturn","10","cancer","Мястото ви е свързано с рода и с това, което не е успяло. Носите чужда цел. Проверете дали е ваша.","Your position is bound up with the family and with what did not work out. You carry somebody else's aim. Check whether it is yours."
"saturn","10","leo","Искате да сте признат и не искате да го покажете. Гордостта ви пречи. Поискайте го.","You want to be recognised and do not want to show it. Pride stops you. Ask for it."
"saturn","10","virgo","Признават ви за точността и за това, че не пропускате. Работата ви е чиста. Кажете какво сте свършил.","You are recognised for precision and for missing nothing. Your work is clean. Say what you finished."
"saturn","10","libra","Мястото ви идва през договор и вие го спазвате буквално. Хората разчитат на това. Поискайте условия и за себе си.","Your position comes through terms and you keep them to the letter. People rely on that. Ask for conditions for yourself too."
"saturn","10","scorpio","Мястото ви е там, където се носи тежко, и никой не иска това. Носите го точно. Кажете какво ви струва.","Your position is where heavy things are carried, and nobody wants it. You carry it precisely. Say what it costs you."
"saturn","10","sagittarius","Признават ви навън по-лесно и вие го знаете от години. Тук ви е тясно. Тръгвайте.","You are recognised more easily away, and you have known it for years. Here is tight for you. Set off."
"saturn","10","capricorn","Стигате нагоре по стъпки и оставате. Отговорността е дадена рано. Носете я, но не сам.","You go up in steps and you stay. Responsibility was assigned early. Carry it, but not alone."
"saturn","10","aquarius","Мястото ви е там, където правят ново, и вие се борите за него. Старият ред ви тежи. Търсете точно това.","Your position is where the new is made and you fight for it. The old order weighs on you. Look for exactly that."
"saturn","10","pisces","Не знаете как изглежда работата ви отвън и това ви тревожи. Питате се дали е достатъчно. Питайте един човек.","You do not know how your work looks from outside and it worries you. You wonder whether it is enough. Ask one person."
"saturn","11","aries","Влизате в група и веднага поемате отговорност. Никой не ви кара. Оставете една задача на друг.","You come into a group and take on responsibility at once. Nobody makes you. Leave one task to somebody else."
"saturn","11","taurus","Приятелите ви са малцина и проверени с години. Новите идват трудно. Оставете вратата отворена.","Your friends are few and tested over years. New ones come hard. Leave the door open."
"saturn","11","gemini","В кръга сте човекът, който казва как стоят нещата. Прави сте и не сте търсен. Кажете и добро.","In the circle you are the one who says how things stand. You are right and not sought out. Say something good too."
"saturn","11","cancer","Грижите се за кръга като за семейство и мълчите. Никой не пита как сте. Кажете сам.","You look after the circle like family and stay silent. Nobody asks how you are. Say it yourself."
"saturn","11","leo","Искате да ви цени групата и не го казвате. Гордостта ви пречи. Поискайте едно нещо.","You want the group to value you and you do not say it. Pride stops you. Ask for one thing."
"saturn","11","virgo","В екипа проверявате вместо всички и никой не благодари. Работата е безплатна. Кажете кога спирате.","In the team you check for everybody and nobody thanks you. The work is free. Say when you stop."
"saturn","11","libra","Държите мира в кръга с усилие. Отстъпвате, за да няма сцена. Кажете едно свое условие.","You keep the peace in the circle with effort. You give way so there will be no scene. State one condition of your own."
"saturn","11","scorpio","Пускате в кръга малцина и им доверявате всичко. Проверявате дълго. Пуснете един нов.","You let few into the circle and trust them with everything. You test for a long time. Let one new person in."
"saturn","11","sagittarius","Кръгът ви е далеч и вие поддържате връзката по график. Тук ви е тясно. Обадете се на един.","Your circle is far away and you keep in touch on a schedule. Here is tight for you. Call one of them."
"saturn","11","capricorn","Тук всичко е на място: издържате в кръга по-дълго от всеки. Оставате, когато другите си тръгват. Само поискайте помощ.","Here everything sits in place: you last in the circle longer than anybody. You stay when others leave. Just ask for help."
"saturn","11","aquarius","Свои по дух намирате трудно и затова стоите сам. Обичайната компания ви е тясна. Търсете нарочно.","People of your own spirit are hard for you to find, so you stay alone. The usual company is tight for you. Look deliberately."
"saturn","11","pisces","Не знаете дали ви искат в групата и затова стоите отстрани. Питате се, вместо да питате. Питайте един човек.","You do not know whether you are wanted in the group and so you stand aside. You wonder instead of asking. Ask one person."
"saturn","12","aries","Носите го сам и после избухвате наведнъж. Търпението ви е с край. Кажете по-рано.","You carry it alone and then flare up all at once. Your patience has an end. Say so earlier."
"saturn","12","taurus","Носите нещо тежко от години и не го пускате. Товарът ви е станал навик. Оставете едно нещо.","You have carried something heavy for years and do not put it down. The load became a habit. Put one thing down."
"saturn","12","gemini","Мислите за това нощем и не го казвате. Тревогата расте на тъмно. Записвайте я и лягайте.","You think about it at night and do not say it. Worry grows in the dark. Write it down and go to bed."
"saturn","12","cancer","Носите родово мълчание и го пазите точно. Никой не ви е искал това. Оставете го.","You carry a family silence and keep it exactly. Nobody asked you to. Put it down."
"saturn","12","leo","Не искате да ви видят слаб и затова носите сам. Гордостта ви е скъпа. Кажете на един човек.","You do not want to be seen weak and so you carry it alone. Your pride is expensive. Tell one person."
"saturn","12","virgo","Работите тихо и по график, за който няма отчет. Умората е без протокол. Записвайте часовете.","You work quietly and to a schedule no report covers. The tiredness has no record. Log the hours."
"saturn","12","libra","Носите чуждия мир и мълчите за цената. Никой не пита. Кажете колко е.","You carry other people's peace and stay silent about the cost. Nobody asks. Say how much it is."
"saturn","12","scorpio","Пазите нещо тежко и не го назовавате. Отвън изглеждате спокоен. Наречете го веднъж.","You keep something heavy and do not name it. From outside you look calm. Name it once."
"saturn","12","sagittarius","Търсите смисъл сам и без потвърждение. Никой не знае колко време е отнело. Кажете една част.","You look for meaning alone and without confirmation. Nobody knows how long it took. Say one part."
"saturn","12","capricorn","Тук всичко е на място: носите без свидетел и без график. Издържате повече от всеки. Само поискайте помощ преди края.","Here everything sits in place: you carry with no witness and no timetable. You endure more than anybody. Just ask for help before the end."
"saturn","12","aquarius","Носите нещо, за което няма как да разкажете. Обичайното обяснение не пасва. Опитайте с един човек.","You carry something there is no way to tell. The usual explanation does not fit. Try it on one person."
"saturn","12","pisces","Страховете ви идват нощем и нямат ясен ръб. На светло са половината. Пишете ги на лист.","Your fears come at night and have no clear edge. In daylight they are half the size. Write them on a sheet."
"uranus","1","aries","Решавате наведнъж и хората не разбират откъде дойде. Промяната ви е внезапна и рядко погрешна. Само предупреждавайте.","You decide all at once and people cannot see where it came from. Your change is sudden and rarely wrong. Just give warning."
"uranus","1","taurus","Държите се неподвижно и после сменяте всичко за ден. Дълго седите, преди да скочите. Обяснете скока.","You hold still and then change everything in a day. You sit a long time before jumping. Explain the jump."
"uranus","1","gemini","Мислите на глас и сменяте посоката насред изречението. Хората не ви догонват. Довършете едната мисъл.","You think out loud and change direction mid-sentence. People do not keep up. Finish the one thought."
"uranus","1","cancer","Изглеждате мек и правите точно каквото сте решил. Хората се изненадват. Кажете го рано.","You look soft and do exactly what you decided. People are surprised. Say it early."
"uranus","1","leo","Забелязват ви, защото не приличате на никого. Обичате го и се вижда. Само не се различавайте нарочно.","You are noticed because you look like nobody. You like it and it shows. Just do not be different on purpose."
"uranus","1","virgo","Правите нещата иначе, но точно. Странното ви е обмислено. Обяснявайте метода.","You do things differently and exactly. Your oddness is considered. Explain the method."
"uranus","1","libra","Съобразявате се, докато не ви стане тясно, и после излизате наведнъж. Няма среден вариант. Кажете кога ви стяга.","You accommodate until it feels tight and then you walk out all at once. There is no middle version. Say when it starts to pinch."
"uranus","1","scorpio","Никой не знае какво ще направите и това ви пази. Отваряте се на малко хора. Само не изчезвайте без дума.","Nobody knows what you will do, and it protects you. You open to few people. Just do not vanish without a word."
"uranus","1","sagittarius","Тръгвате към странното и вземате хора със себе си. Смелостта ви е весела. Мерете обещанията.","You set off for the strange thing and take people with you. Your boldness is cheerful. Measure the promises."
"uranus","1","capricorn","Изглеждате традиционен и правите обратното. Разликата обърква. Кажете я на глас.","You look traditional and do the opposite. The difference confuses. Say it out loud."
"uranus","1","aquarius","Тук всичко е на място: различието е самото ви лице. Не се вписвате и не искате. Само не се отделяйте от всички.","Here everything sits in place: difference is your face itself. You do not fit in and do not want to. Just do not stand apart from everybody."
"uranus","1","pisces","Решавате по усещане и после звучи необяснимо. Обяснението идва месеци по-късно. Кажете поне посоката.","You decide on a feeling and afterwards it sounds inexplicable. The explanation comes months later. Say at least the direction."
"uranus","2","aries","Парите ви идват и си отиват на скокове. Работите с риск. Оставяйте буфер.","Your money comes and goes in jumps. You work with risk. Leave a buffer."
"uranus","2","taurus","Държите на своето и после го продавате наведнъж. Решението изглежда внезапно. Обмислете го два дни.","You hold to what is yours and then sell it all at once. The decision looks sudden. Think it over for two days."
"uranus","2","gemini","Изкарвате от нови неща и от две места. Едното перо ви е тясно. Дръжте и двете.","You earn from new things and from two places. One line is tight for you. Keep both."
"uranus","2","cancer","Купувате странни неща за дома и се радвате на тях. Хората не разбират. Не се обяснявайте.","You buy odd things for the home and they gladden you. People do not understand. Do not explain."
"uranus","2","leo","Харчите видимо за необичайното. Обичате да ви питат откъде е. Определете сума.","You spend visibly on the unusual. You like being asked where it came from. Set a sum."
"uranus","2","virgo","Изкарвате от нещо точно и техническо. Другите не биха сядали на това. Взимайте за него.","You earn from something exact and technical. Others would not sit down to it. Charge for it."
"uranus","2","libra","Печелите през хора, но по свои правила. Обичайният договор ви е тесен. Пишете свой.","You earn through people, on your own rules. The usual contract is narrow for you. Write your own."
"uranus","2","scorpio","Идват ви пари от неочаквана посока и след загуба. Не се изненадвате вече. Дръжте документите наред.","Money reaches you from an unexpected direction and after a loss. You are no longer surprised. Keep the papers in order."
"uranus","2","sagittarius","Изкарвате от далечни или чужди пазари. Тук ви е тясно. Гледайте навън.","You earn from distant or foreign markets. Here is tight for you. Look outwards."
"uranus","2","capricorn","Строите бавно нещо ново и то издържа. Не бързате. Само поискайте цена.","You build something new slowly and it holds. You do not hurry. Just ask a price."
"uranus","2","aquarius","Тук всичко е на място: изкарвате от нещо, което другите ще правят след пет години. Обичайното не ви храни. Дръжте един сигурен приход.","Here everything sits in place: you earn from what others will be doing in five years. The usual does not feed you. Keep one steady income."
"uranus","2","pisces","Парите ви идват от нещо, което трудно се обяснява. Числата не са ваша стихия. Ползвайте една сметка.","Your money comes from something hard to explain. Numbers are not your element. Use one account."
"uranus","3","aries","Казвате го рязко и после се чудите на реакцията. Думите ви са ток. Изчакайте едно дишане.","You say it abruptly and then wonder at the reaction. Your words are current. Wait one breath."
"uranus","3","taurus","Говорите малко и после казвате нещо, което обръща разговора. Пестите думи. Кажете и междинното.","You speak little and then say the thing that turns the conversation. You are sparing. Say the in-between part too."
"uranus","3","gemini","Тук всичко е на място: мисълта ви скача и стига преди всички. Хората изостават. Обяснявайте по-бавно.","Here everything sits in place: your thinking jumps and arrives before anybody. People fall behind. Explain more slowly."
"uranus","3","cancer","Казвате нещо неочаквано за семейството и настава тишина. Не го правите нарочно. Кажете го по-мека.","You say something unexpected about the family and silence falls. You do not do it on purpose. Say it more gently."
"uranus","3","leo","Обичате да смаете стаята с една дума. Публиката ви пали. Кажете и полезното.","You like to astonish the room with a word. An audience lights you up. Say the useful thing too."
"uranus","3","virgo","Обяснявате техническо просто и хората разбират. Дарбата ви е рядка. Взимайте за нея.","You explain the technical thing plainly and people understand. Your gift is rare. Charge for it."
"uranus","3","libra","Казвате неудобното учтиво и все пак се вижда. Изпреварвате стаята. Питайте, вместо да твърдите.","You say the awkward thing politely and it still shows. You are ahead of the room. Ask rather than assert."
"uranus","3","scorpio","Знаете какво не се казва и го произнасяте наведнъж. Стаята се стряска. Изберете момента.","You know what is not being said and you say it all at once. The room is startled. Choose the moment."
"uranus","3","sagittarius","Говорите за неща, които никой не е чувал, и се увличате. Обещавате в движение. Проверявайте фактите.","You talk about things nobody has heard of and get carried away. You promise as you go. Check the facts."
"uranus","3","capricorn","Казвате новото със стар език и затова ви слушат. Умеете да го преведете. Правете го по-често.","You say the new thing in old language and that is why they listen. You can translate it. Do it more often."
"uranus","3","aquarius","Мислите различно от всички и не се стараете да го скриете. Обичайният ред ви е тесен. Обяснявайте търпеливо.","You think differently from everybody and make no effort to hide it. The usual order is narrow for you. Explain patiently."
"uranus","3","pisces","Мисълта ви идва наведнъж и без път. Не можете да я проследите обратно. Записвайте я веднага.","Your thought arrives all at once and with no road. You cannot trace it back. Write it down at once."
"uranus","4","aries","Сменяте дома внезапно и после ви е добре. Решението идва за ден. Кажете го предварително.","You change home suddenly and afterwards you are well. The decision comes in a day. Say so in advance."
"uranus","4","taurus","Стоите на едно място дълго и после се вдигате наведнъж. Търпението ви има край. Обяснете го.","You stay in one place a long time and then move all at once. Your patience has an end. Explain it."
"uranus","4","gemini","Домът ви е пълен с необичайни неща и с приказка. Едно и също ви омръзва. Оставете нещо на място.","Your home is full of unusual things and talk. The same thing wears out for you. Let something stay put."
"uranus","4","cancer","В рода сте човекът, който направи иначе. Никой не го е очаквал. Кажете защо.","In the family you are the one who did it differently. Nobody expected it. Say why."
"uranus","4","leo","Домът ви е за показ на нещо ново. Гостите се учудват. Оставяйте и вечер за никого.","Your home is a showcase for something new. Guests are astonished. Leave an evening for nobody as well."
"uranus","4","virgo","Оправяте дома с техника и точност. Всичко работи иначе, но работи. Обяснете го на живеещите.","You run the home with technique and precision. Everything works differently and it works. Explain it to whoever lives there."
"uranus","4","libra","Домът се прави заедно и по нови правила. Обичайното разпределение ви е тясно. Кажете правилата ясно.","The home is made together and by new rules. The usual division is tight for you. State the rules clearly."
"uranus","4","scorpio","В дома има тайна и вие сте я казал на глас. Никой не ви е благодарил. Правилно е било.","There is a secret in the home and you said it out loud. Nobody thanked you. It was the right thing."
"uranus","4","sagittarius","Домът ви е в друга страна или ще бъде. Тук ви е тясно от години. Тръгвайте.","Your home is in another country, or will be. Here has been tight for years. Set off."
"uranus","4","capricorn","Носили сте дома по свой начин и без чужд съвет. Никой не ви е помогнал. Кажете го веднъж.","You have carried the home your own way and without anybody's advice. Nobody helped you. Say so once."
"uranus","4","aquarius","Тук всичко е на място: домът ви е свободен и различен. Правилата вътре са ваши. Само обяснете ги.","Here everything sits in place: your home is free and different. The rules inside are yours. Just explain them."
"uranus","4","pisces","Домът ви се мени с настроението и няма установен ред. Вие го обичате така. Пазете едно нещо постоянно.","Your home changes with your mood and has no set order. You love it that way. Keep one thing constant."
"uranus","5","aries","Започвате нещо ново, преди да сте свършил старото. Идеята идва наведнъж. Довършете едно.","You begin something new before finishing the old. The idea arrives all at once. Finish one."
"uranus","5","taurus","Правите бавно нещо необичайно и то остава. Не се отказвате. Само покажете го.","You slowly make something unusual and it stays. You do not quit. Just show it."
"uranus","5","gemini","Тук всичко е на място: измислянето на нови неща е играта ви. Три започнати е нормално. Довършете едно.","Here everything sits in place: inventing new things is your game. Three started is normal. Finish one."
"uranus","5","cancer","С децата сте нестандартен и това им е добре. Правите иначе от вашите родители. Кажете им защо.","With children you are unconventional and it does them good. You do it differently from your parents. Tell them why."
"uranus","5","leo","Правите нещо, което смайва, и обичате реакцията. Сцената ви е важна. Само правете и без публика.","You make something astonishing and love the reaction. The stage matters to you. Just make things without an audience too."
"uranus","5","virgo","Правите точно и ново наведнъж. Дребният детайл е част от идеята. Пуснете го при девет от десет.","You make it exact and new at once. The small detail is part of the idea. Release it at nine out of ten."
"uranus","5","libra","Създавате с още един и се допълвате странно. Двамата сте по-добри. Пазете партньорството.","You create with one other and you complement each other oddly. Two of you are better. Guard that partnership."
"uranus","5","scorpio","Страстта ви е неочаквана и не се обяснява. Влюбвате се извън всякакъв ред. Кажете го честно.","Your passion is unexpected and does not explain itself. You fall in love outside any order. Say so honestly."
"uranus","5","sagittarius","Замисляте нещо огромно и ново. Времето не стига. Свалете го наполовина.","You conceive something huge and new. The time is not enough. Halve it."
"uranus","5","capricorn","Правите ново нещо по стар и стабилен начин. Затова издържа. Само не отлагайте.","You make a new thing in an old, solid way. That is why it holds. Just do not postpone."
"uranus","5","aquarius","Правите нещо, за което няма пример. Обичайното ви е неинтересно. Довеждайте го до край.","You make something with no precedent. The usual does not interest you. Carry it to the end."
"uranus","5","pisces","Идеите ви идват като образ и наведнъж. Не знаете откъде. Записвайте ги веднага.","Your ideas arrive as an image and all at once. You do not know from where. Write them down at once."
