source,key,bg,en
"PlanetInHouseLines","entries|sun_9","Слънцето в девети дом обикновено се разширява чрез пътуване, учене и търсене на смисъл. Чувствате се себе си, когато срещате нови светове — географски, интелектуални или философски — и често имате нужда от кауза, в която да вярвате. Опасността е в догматизация или подвеждаща увереност, когато идеите станат застинали. Полезно е да поддържате любопитство, да проверявате убежденията си и да търсите опит, който да разширява контекста: обучение, преподаване или дълги пътувания могат да ви подновят.","The Sun in the ninth house often expresses itself through expansion: travel, higher learning and a search for meaning. You may feel most authentic when encountering new cultures, philosophies or fields of knowledge and often need a belief or cause to orient you. The risk is becoming dogmatic or overly certain when ideas calcify. Stay curious, test your assumptions, and seek experiences that broaden your horizon — study, teaching, long journeys or intercultural exchange can renew your sense of purpose and perspective."
"PlanetInHouseLines","entries|uranus_1","Вие сте трудни за поставяне в рамки и впечатлението от вас често идва мигновено. Предпочитате личната си свобода и автентичност пред удобните социални маски, което може да ви прави ексцентрични или неразбрани. Имате нужда от пространство да се изразявате по необичаен начин и склонност към внезапни изменения на външността или поведението. Възможни са напрежения с хора, които търсят предвидимост; практично е да намерите ясни начини да комуникирате границите си и да канализирате импулсите си в проекти, където оригиналността е ценена.","You tend to resist easy labels and people often notice your originality right away. You value autonomy and authentic self‑expression more than fitting in, which can come across as eccentric or unpredictable. Sudden shifts in style, plans, or personal approach are common, and you usually need space to experiment. That restlessness can strain relationships that prefer steadiness; constructively, you can learn to signal your limits and intentions clearly and direct your impulses into creative or entrepreneurial projects where innovation is an asset rather than a disruption."
"PlanetInHouseLines","entries|uranus_10","Професионалният ви път може да се развива на неочаквани завои, вместо по стандартна кариерна стълба. Това се вижда при смяна на работа, нова технология, конфликт с остарели правила или възможност да работите по по-свободен начин. Ще разпознаете напрежението, когато институция или началник изискват от вас да следвате метод, който вече не работи за вас. Конструктивният изход е да запазите независимостта си, като едновременно изградите умения и финансова опора, които ви позволяват да поемате промяната разумно.","Your career path may not follow a straight line — and you may prefer it that way. Uranus in the 10th highlights originality in public role, reputation, and long‑term goals; you often thrive where established systems no longer work. Expect sudden opportunities, abrupt shifts in status, or unconventional professional moves. This can create friction with authority or bureaucracy and a persistent need for autonomy. Practical guidance: cultivate adaptable skills, build networks within forward‑thinking fields, and set flexible yet reliable routines that allow your originality to contribute sustainably to your public life."
"PlanetInHouseLines","entries|uranus_11","Социалният ви кръг е разнообразен и често необичаен — именно това ви хармонира. Притежавате склонност да търсите групи и каузи, целящи промяна, експерименти или нови технологии, а не да поддържат статуквото. Можете да играете ролята на мост между различни общности и да инициирате нестандартни проекти. В същото време приятелствата може да са непостоянни или енергията в групите да идва и си отива. Съвет: инвестирайте в малки, доверителни връзки, които позволяват свобода, и намерете начини да канализирате вашата оригиналност в конкретни общи инициативи.","Your social circle is often eclectic — and that suits you. Uranus in the 11th draws you to groups and causes focused on change, experimentation, or technological progress rather than preservation of the status quo. You may act as a connector between diverse communities and spark unconventional projects. Friendships can be exciting but sometimes unstable, with alliances forming and dissolving quickly. Practical suggestions: cultivate a few dependable bonds that respect individuality, contribute your inventive ideas to concrete group efforts, and use networks strategically to turn radical thinking into collaborative outcomes."
"PlanetInHouseLines","entries|uranus_12","Независимостта ви често действа тихо — предпочитате да променяте собствените си шаблони на заден план, далеч от погледа на другите. Вътрешните ви бунтове и необичайни практики може да преминават през сънища, интуиция или тайни проекти. Има усещане за неприсъствие в средата или черта в характера, която не се вписва. Това може да носи и чувство на изолация или склонност към самосаботаж. Практически подход: използвайте уединението за творчески експерименти, терапия или духовни практики, които да превърнат скритата ви оригиналност в ресурс вместо източник на отдръпване.","Your independence often operates out of sight — you may break personal patterns privately, through dreams, intuition, or solitary experiments. Uranus in the 12th can give a sense that part of you doesn’t belong to your visible surroundings, and that originality shows up in hidden habits or inner revolts. This can be a source of creative renewal but also isolation or unconscious self‑sabotage. Practical guidance: use solitude deliberately for therapy, creative work, or spiritual practices; bring small, safe experiments into the open when ready, and transform secretive impulses into constructive inner resources."
"PlanetInHouseLines","entries|uranus_2","Финансовите ви потоци често са скокови и нестабилни — приходи и загуби може да идват внезапно. Склонни сте да търсите нетрадиционни или технологично ориентирани начини на печалба и често цените свободата да избирате как да осигурявате средствата си повече от рутинната сигурност. Това може да доведе до притеснения за дългосрочна стабилност; разумно е да изградите буферен фонд и да диверсифицирате източниците на приходи. Практически подходи, които позволяват гъвкавост — договори, freelance работа, инвестиции в иновативни сектора — често се оказват най-подходящи.","Money for you tends to move in jumps rather than a steady flow. You may be open to unconventional or tech‑forward ways of earning and often prioritize financial independence over traditional stability. That can lead to sudden gains or losses and occasional anxiety about security. Practical measures like building an emergency fund, diversifying income streams, and structuring flexible contracts can help. Consider income models that tolerate variability — freelance work, royalties, or investing in emerging ideas — while keeping basic safeguards in place to reduce stress during unpredictable swings."
"PlanetInHouseLines","entries|uranus_3","Мислите бързо и често правите внезапни, интуитивни изводи, които идват цели и директни. Обычният, рутинен разговор ви отегчава; предпочитате дискусии, които разтърсват представите или въвеждат нови идеи. Това ви прави добър в иновациите, технологичната комуникация и формите на израз, които изискват оригиналност. В същото време може да бъдете разбирани погрешно или да прекъсвате другите — полезно е да упражнявате търпение и да намирате начини да превеждате бързите си прозрения на език, който другите могат да последват. Писане, подкасти или проектни колаборации са благоприятни канали.","You think rapidly and often arrive at whole, intuitive conclusions that can be hard to unpack on the spot. Routine small talk bores you; you prefer conversations that provoke, innovate, or present novel information. This makes you adept at technological or experimental forms of communication and quick brainstorming, but it can lead to misunderstandings or impatience with slower listeners. Practice translating fast ideas into clearer language, allow space for others’ pace, and channel your mental energy into writing, short-form media, or collaborative projects where your originality can be shared effectively."
"PlanetInHouseLines","entries|uranus_4","Домът и семейните основи при вас често са преживели промени, премествания или нестандартни модели — корени, които не винаги са били „уседнали“. Това може да ви е научило да търсите чувство за принадлежност в избрано семейство или да програмирате жилището си спрямо нуждата от свобода. Имате нужда от място, което може да се преначертава — физически и символично. Конфликтът често идва между желание за постоянство и потребност от промяна; практично е да създадете преносими ритуали, гъвкава организация на пространството и ясни граници по отношение на семейните очаквания.","Your home life and family base may have been marked by change — moves, unusual family dynamics, or unconventional arrangements — so roots don’t always feel fixed. You often seek belonging through chosen family or by creating a living space you can reconfigure to suit shifting needs. This can produce tension between a desire for stability and a need for freedom. Practical strategies include establishing portable rituals, designing adaptable living areas, and setting clear boundaries with relatives; these help you create a sense of home that accommodates unpredictability without sacrificing security."
"PlanetInHouseLines","entries|uranus_5","Вашата креативност и начин на забавление често прекъсват очакванията — това, което създавате, може да изглежда радикално различно и точно това носи смисъл. В любовните отношения сте склонни към внезапни влюбвания и нетипични връзки; романтиката може да бъде експериментална, интензивна и краткотрайна или да просъществува при условия на свобода. Съществува риск от емоционална непоследователност; полезно е да формулирате какво означава ангажимент за вас и да намерите безопасни начини да изразявате спонтанността — чрез проекти, сценично изкуство или хоби, което позволява експериментиране.","Your creative expression and playfulness tend to break the mold — what you produce often looks new by design. Romantic attractions can begin suddenly and follow unconventional patterns; relationships may be experimental, intense, or require space to breathe. There’s a risk of inconsistency in affairs of the heart, so it helps to clarify what commitment looks like for you and to establish boundaries that protect both freedom and reliability. Channel your inventiveness into projects, performance, or creative collaborations where spontaneity is productive rather than destabilizing."
"PlanetInHouseLines","entries|uranus_6","Режимът и строгата рутина ви изтощават по‑бързо от монтираната, тежка работа — имате нужда от гъвкавост в начина, по който вършите ежедневните си задължения. Предпочитате иновативни методи, автоматизация и кратки, сменящи се задачи пред повтарящи се процедури. Това може да доведе до чести промени на работните места или непостоянни графици; понякога се сблъсквате с авторитети заради различен стил на работа. Практически подход е да изградите „модули“ в деня си — микро‑рутини, които позволяват свобода в рамка, както и системи за проследяване, които намаляват хаоса.","A fixed, repetitive schedule tends to drain you more than hard work itself — you need flexibility in how daily tasks are accomplished. You favor innovative tools, automation, or varied short tasks over monotonous procedures, and you may change jobs or schedules more often as a result. Tension can arise with supervisors who expect conformity. Practical solutions include creating modular routines that allow choice within a structure, using tech to streamline chores, and setting up simple tracking systems so your desire for variety doesn’t undercut reliability or health."
"PlanetInHouseLines","entries|uranus_7","В партньорствата ви е нужна свобода и пространство — когато те липсват, често се отдръпвате или прекратявате връзки. Привличат ви хора, които предлагат равностойност, интелектуално стимулиране и нестандартни договорености; класическата роля „партньор като огледало“ често не ви устройва. Възможни са внезапни промени във взаимоотношенията и по‑нетипични форми на съжителство. Конструктивно е да говорите открито за граници и индивидуални проекти и да търсите партньори, които ценят автономията колкото и близостта.","You need room to be yourself within relationships, and when that space is missing you may pull away or end ties. You’re often drawn to partners who value equality, mental stimulation, and unconventional arrangements; traditional roles may feel constraining. Sudden shifts in partnerships are possible, and nonstandard forms of commitment or living can suit you well. Practically, be explicit about boundaries, negotiate autonomy alongside intimacy, and seek collaborators or lovers who respect independence as well as connection to reduce avoidant reactions and foster lasting creative alliances."
"PlanetInHouseLines","entries|uranus_8","Трансформацияите в живота ви често идват през споделени ресурси, интимност или отношения с други хора — и обикновено са внезапни. Може да преживявате бързи промени в парите, които идват чрез чужди средства, наследства или партньорства, както и интензивни проблясъци на психологическо прозрение. Имате способност да възстановявате се след кризи и да се адаптирате сравнително бързо, но също така е възможно да се сблъсквате с неочаквани финансови шокове или борба за власт. Полезно е да изградите финансови механизми и емоционални ресурси за стабилност, както и да използвате психотерапевтични или духовни практики за обработка на дълбоки промени.","Major changes for you often come through shared resources, intimacy, or other people — and they tend to strike suddenly. You may experience abrupt shifts in money that involve partners, inheritances, or joint accounts, and you’re prone to intense psychological insights or catharses. You typically recover from upheaval faster than many, but unexpected financial shocks or power struggles can be destabilizing. Practical steps include setting up financial safeguards for shared assets, developing emotional support systems, and using therapy or reflective practices to integrate transformative experiences rather than letting them derail your life."
"PlanetInHouseLines","entries|uranus_9","Вярата и светогледът ви често са лично завоюване — вероятно сте изживяли поне един значителен обрат в убежденията си. Носи ви любопитство към непознатото, нестандартните учения и идеите, които стандартното мислене пренебрегва. Темите на 9‑ти дом — философия, пътувания, висше образование, закон — могат да бъдат поле за експериментиране, иновация и внезапни прозрения. В същото време има риск от нестабилност или склонност да отхвърляте изградени рамки без заместител. Практически: търсете интеграция между свободата на мисълта и рамката, която ви дава посока; пътуванията и учението могат да канализират вътрешните промени конструктивно.","Your beliefs often feel earned rather than inherited — you may have experienced at least one major overhaul of your worldview. Uranus in the 9th points toward curiosity about the unconventional: alternative philosophies, faraway places, and ideas that established thought overlooks. This placement can generate sudden insights and a urge to experiment with higher learning, travel, or legal and ethical frameworks. Tension can show up as restlessness or a tendency to abandon systems before replacing them. Practical advice: treat exploration as research — test new perspectives, integrate freedom with structure, and let study or travel translate your impulses into lasting understanding."
"PlanetInHouseLines","entries|venus_1","Венера в първи дом често дава естествено очарование и топъл първи впечатление. Хората ви посрещат с добронамереност, което може да отваря социални и професионални врати по-рано, отколкото очаквате. Желанието да бъдете харесван/а е силно и често работи във ваша полза, но може да ви подтиква към угодничество или избягване на конфликт. Практически: упражнявайте ясни граници и използвайте своята привлекателност съзнателно, за да привличате връзки, които уважават и ценят истинския ви Аз.","Venus in the 1st house often lends an easy charm and a pleasant first impression. People tend to respond warmly to you, which can open social and professional doors earlier than expected. Your wish to be liked usually serves you well, but it can also tilt toward people-pleasing or avoiding necessary conflict. Practical guidance: set clear personal boundaries and let your attractiveness be a deliberate tool to attract relationships that respect and appreciate the real you."
"PlanetInHouseLines","entries|venus_10","Венера в 10-ти дом насочва обаянието ви към публичната сцена — имиджът, професионалната репутация и начина, по който ви възприемат обществото и авторитетите. Често печелите от това да ви харесват в работна среда и умеете да представяте проекти и сътрудничества по елегантен начин. В добрите прояви чарът ви отваря врати и подпомага кариерата; в напрежение има риск да приоритизирате популярността пред автентичността. Практически: развивайте професионален стил, грапете отношения чрез дипломация и задавайте граници, за да запазите личните си ценности.","Venus in the 10th house tends to place your charm and social grace in the public sphere — career, reputation and how authorities perceive you. You often benefit from being liked at work and you know how to present people and projects attractively. This placement can smooth professional advancement and make networking feel natural, but it can also tempt you to trade authenticity for popularity. Constructive use of this energy includes cultivating a coherent public image, using diplomacy to build lasting alliances, and setting boundaries so that your reputation supports rather than replaces your values."
"PlanetInHouseLines","entries|venus_11","Венера в 11-ти дом свързва любовта с приятелствата и общностите — често романтиката започва именно чрез социалния кръг или общ проект. Щедростта и топлината ви правят по-привлекателни за групите, а от тях очаквате взаимност и подкрепа. Позитивно, това дава възможности за партньорства, основани на общи идеали; в напрегнати моменти можете да смесвате ролите на приятел и любовник или да разчитате прекалено много на социалното одобрение. Практически: инвестирайте в ясни граници, говорете открито за очакванията в близки приятелства и търсете разнообразни източници на емоционална подкрепа.","Venus in the 11th house often links affection with friendships and group life — romantic connections frequently grow out of social circles or shared causes. You tend to give generously to your network and expect warmth in return, and you may find partners through mutual ideals and collaborative projects. Positively, this placement supports social charisma and cooperative ventures; under strain, roles can blur between friend and lover or you may rely too heavily on group approval. Practical guidance: establish clear boundaries, communicate intentions within close friendships, and cultivate multiple sources of emotional support."
"PlanetInHouseLines","entries|venus_12","Венера в 12-ти дом насочва любовта към скритото, мистичното и състрадателното. Често обичате тихо, изживявате привързаностите вътрешно и можете да прибирате чувствата си от очите на другите. Това положение подкрепя съпричастност, артистични интуиции и склонност към тайни връзки, но носи и риск от самоизолация или жертвено поведение. Практически съвет: използвайте уединението за вътрешна работа, творческо изражение или терапия; поставяйте меки граници, за да не бъдете използвани, и постепенно изваждайте важните чувства на светло, когато е безопасно.","Venus in the 12th house tends to orient love toward the private, the mystical and the compassionate. You may love quietly, keeping feelings inner and sometimes unspoken, which can foster deep empathy and a rich inner life. This placement also supports artistic sensitivity and secret or sacrificial attachments, but it can lead to self-isolation or being taken advantage of if boundaries are weak. Practical approaches include using solitude for reflection, creative work or therapy, setting gentle but clear boundaries, and bringing important relationships into the light when it feels safe to do so."
"PlanetInHouseLines","entries|venus_2","Венера във втори дом насочва ценностите към комфорт, качество и материална стабилност. Обичате хубави неща и сте склонни да инвестирате в издръжливост и естетика — това често отразява вътрешно усещане за достойност. Рискът е да свързвате самооценката си с притежанията или да харчите, за да се почувствате добре. Практически: избирайте покупки според дългосрочни ценности, развивайте вътрешно чувство за стойност и използвайте ресурсите си за сигурност и красота.","Venus in the 2nd house directs values toward comfort, quality and material stability. You’re inclined to buy well-made, beautiful things and often see them as evidence that effort paid off — a reflection of your sense of worth. The downside can be tying self-esteem to possessions or using spending to feel better. Practical advice: align purchases with long-term values, cultivate inner self-worth independent of things, and use your resources to build both security and beauty."
"PlanetInHouseLines","entries|venus_3","Венера в трети дом дава лекота в общуването — печелите хората с думите и умеете да смекчавате напрежение чрез разговор. Приятният, интелигентен диалог често ви храни повече от повърхностните развлечения. Възможно е да предпочитате хармонични съобщения пред откровени конфронтации или да използвате ласкателство, за да уредите нещата. Практически: използвайте дарбата си за общуване, но не избягвайте важни трудни разговори; яснота и топлина могат да вървят заедно.","Venus in the 3rd house gives you a gift for graceful communication — you win people over with words and can smooth tensions through dialogue. Pleasant, thoughtful conversation often nourishes you more than small talk. You may favor harmonious messaging over direct confrontation or lean on charm to resolve issues. Practical approach: use your conversational skill to build rapport, but don’t avoid necessary difficult discussions; clarity and warmth can coexist."
"PlanetInHouseLines","entries|venus_4","Венера в четвърти дом насочва любовта към дома, семейните корени и естетиката на личния ви свят. Създаването на красиво, спокоен дом за вас е начин да изразите привързаност; домашната хармония често стои на първо място. Може да ви боли повече при скандали вкъщи или да склонявате към избягване на конфликти заради мира. Практически: инвестирайте в атмосферата и същевременно работете върху честна емоционална комуникация с близките си.","Venus in the 4th house turns your affection toward home, family roots and the aesthetics of your private life. Making a beautiful, peaceful home is often how you show love, and domestic harmony tends to be a priority. Conflicts at home may feel especially painful, and you might avoid confrontation to preserve peace. Practical guidance: cultivate a pleasant environment while also practicing honest emotional communication with family so warmth doesn’t mask unresolved issues."
"PlanetInHouseLines","entries|venus_5","Венера в пети дом насърчава радостта, романтиката и творческото изразяване. Лесно се влюбвате и не се страхувате да показвате обич; играта, флиртът и артистичността ви дават усещане за себеизява. Може да търсите одобрение и внимание, което понякога води до драматични изпълнения. Практически: канализирайте страстта си в творчески проекти и грижовни връзки, като същевременно поддържате ясни граници за да избегнете разочарования.","Venus in the 5th house encourages pleasure, romance and creative self-expression. You may fall in love easily and freely show affection; playfulness, flirting and artistic pursuits make you feel most yourself. There can be a desire for attention or approval that leads to occasional theatrical displays. Practical tips: channel your passion into creative projects and warm, generous relationships, while maintaining clear boundaries to reduce the risk of hurt or unmet expectations."
"PlanetInHouseLines","entries|venus_6","Венера в шести дом често проявява любовта чрез грижа и практическа помощ — правите неща за хората повече, отколкото ги наричате. Вие търсите приятно и естетично работно обкръжение; ако задачите не радват, бързо губите интерес. Рискът е прегаряне или прекалено отдаване, когато грижата става начин да търсите одобрение. Практически: интегрирайте удоволствието в ежедневието, грижете се за себе си и определяйте здрави професионални граници.","Venus in the 6th house often expresses affection through care and practical service — you do things for others rather than say it. You need a pleasant, orderly workplace and may lose enthusiasm quickly if the work isn’t enjoyable. The downside can be overgiving or seeking approval through service. Practical guidance: bring beauty and pleasure into daily routines, prioritize self-care, and set healthy boundaries at work so helpfulness remains sustainable and authentic."
"PlanetInHouseLines","entries|venus_7","Венера в седми дом поставя партньорствата в центърa на вашия свят — взаимоотношенията ви дават смисъл и често ви се отдават. Хармонията и компромисите са силни страни, но има риск да се съгласявате твърде лесно, само за да избегнете разрив. Важно е да запазвате собствената си идентичност в тандем. Практически: практикувайте ясна комуникация на нуждите си и създавайте равноправни споразумения, които уважават както близостта, така и индивидуалността.","Venus in the 7th house places partnerships at the heart of your life — relationships often feel meaningful and are an area of strength. Harmony and compromise come naturally, but there’s a risk of agreeing too readily to avoid rupture. It’s important to maintain your own identity within the couple. Practical suggestions: communicate your needs clearly and cultivate equitable agreements that honor both closeness and individuality."
"PlanetInHouseLines","entries|venus_8","Венера в осми дом дава интензивни, трансформативни връзки — любовта за вас може да бъде въпрос на всичко или нищо. Емоционалната и финансова интимност често се преплитат, което носи голяма сила, но и риск от объркване на границите, ревност или манипулация. Практически: работете върху прозрачността във взаимоотношенията и финансовите споделяния; канализирайте силните чувства в процеси на растеж и взаимно изцеление, вместо контрол.","Venus in the 8th house brings intense, transformative relationships — love may feel like all or nothing. Emotional intimacy and shared resources often become interwoven, offering deep connection but also potential boundary blurring, jealousy or power struggles. Practical advice: cultivate transparency around money and emotional needs; aim to transform passion into mutual growth and healing rather than control, and use intimacy as a path to deeper self-knowledge."
"PlanetInHouseLines","entries|venus_9","Венера в 9-ти дом насочва привличането ви към далечни хоризонти — пътувания, чужди култури, философии и езикови светове. Често търсите разширение на вкусовете и идеите си чрез контакти с различни начини на живот и образователни преживявания. Рутината бързо охладява интереса ви; новото ви вдъхновява и подхранва романтиката и естетиката ви. В напрегнати прояви може да идеализирате „чуждото“ или да избягвате ангажимент, предпочитайки вълнението от търсенето пред дълбоката връзка. Практически: учене на език, културни пътувания или академични занимания могат да интегрират желанията ви и да придадат устойчивост на страстите.","Venus in the 9th house often draws your love and aesthetic sense toward distant horizons — travel, foreign cultures, higher learning and spiritual or philosophical quests. You tend to seek novelty and expansion through different ways of living and thinking; sameness can quickly dim your interest. This placement can inspire romantic entanglements that begin abroad or through study, and it points to aesthetic growth via long journeys and learning. Tensions may include idealizing the exotic or avoiding commitment in favor of the chase. Practical expression: study, travel, or structured cultural experiences help make your attractions more sustainable and meaningful."
"PlanetMeanings","byKey|chiron","Хирон отбелязва старата рана, която продължавате да оплаквате и лекувате през годините. Тази уязвимост може да ви даде специален ресурс — опит, емпатия и умение да водите другите през подобни трудности. Често компенсирате болката чрез учене, наставничество или лечебни практики, но също така можете да срещнете защитни механизми като отдръпване или прекомерна самопожертвователност. Задачата е да признаете раната, да се грижите за нея и да използвате преживяното, за да подкрепяте другите без да се изтощавате.","Chiron marks the old wound you keep tending across a lifetime. That vulnerability can become a resource: lived wisdom, empathy and an ability to guide others through similar hurts. People with strong Chiron themes often channel their pain into teaching, healing or advocacy, yet may also develop defenses like withdrawal or overcompensation. The constructive path is to acknowledge and care for the wound, setting boundaries so your sensitivity becomes a source of service rather than perpetual depletion."
"PlanetMeanings","byKey|jupiter","Къде търсите разширение, вяра и смисъл. Юпитер описва областите, в които животът може да се разширява — обучение, пътуване, философия и щедрост. Показва какво ви вдъхновява да търсите повече и къде имате склонност да растете естествено. Юпитер може да носи оптимизъм и възможности, но и прибързаност или склонност към преувеличение; ползотворно е внимателното търсене на смислени перспективи и дисциплинираното развитие.","Where you seek expansion, belief, and meaning. Jupiter shows the areas in which life can grow—education, travel, philosophy, and generosity. It points to what inspires you to reach for more and where growth feels natural rather than forced. Jupiter often brings optimism and opportunities, but can also encourage excess or overconfidence; useful practice is combining big vision with grounded, steady effort."
"PlanetMeanings","byKey|lilith","Лилит сочи към онова, което са ви казали да скриете — дива, неудобна част от себе си, която не се подчини и често се наказва. Когато я отричате, тя може да горчи, да провокира вина или изолация; когато я признаете, става източник на лична сила, автономия и ненужна покорност отпада. Темите включват сексуалност, граници, гняв и отказ да се впишете в очакванията. Изследването на Лилит помага да интегрирате тези качества конструктивно и да заявите себе си по-цялостно.","Lilith points to what you were told to hide: the untamed, inconvenient part of yourself that refuses to be domesticated. Denied, it can turn bitter, provoke shame or isolation; acknowledged, it becomes a source of power, autonomy and refusal to perform for others. Lilith themes include sexuality, boundary assertion, anger and resistance to societal scripts. Working with Lilith is about integrating these impulses so they inform honest self-expression rather than self-sabotage."
"PlanetMeanings","byKey|mars","Как поемате инициативата и отстоявате желанията си: енергията, импулсът и начинът, по който започвате нещата. Марс показва вашата борбеност, реактивност и сексуална сила, както и предпочитанията ви при конфликт — директни или заобикалящи. Той може да насочи към смелост и издръжливост, но и към избухливост или прибързаност; конструктивните изрази включват спорт, проекти и честна агресия, насочена към целите.","How you take initiative and assert your desires: your drive, impulse, and the way you begin things. Mars shows your assertiveness, reactivity, and sexual energy, as well as how you handle conflict—directly or indirectly. It can indicate courage and stamina, but also impatience or volatility. Constructive outlets include physical activity, targeted projects, and learning to channel anger into purposeful action."
